24.69,  54.46
24.62,  57.07
24.61,  57.97
24.57,  58.76
24.57,  59.47
24.57,  60.06
24.42,  61.09
24.40,  61.79
24.40,  62.29
24.37,  62.88
24.37,  63.38
24.33,  63.98
24.30,  64.48
24.29,  64.87
24.29,  65.27
24.22,  65.87
24.17,  66.40
24.12,  66.80
24.11,  67.20
24.10,  67.50
24.04,  67.90
24.00,  68.30
23.99,  68.60
23.96,  68.93
23.97,  69.20
23.95,  69.53
23.90,  69.82
23.88,  70.03
23.85,  70.32
23.82,  70.53
23.77,  70.83
23.77,  71.02
23.72,  71.36
23.70,  71.56
23.67,  71.75
23.63,  72.05
23.59,  72.16
23.59,  72.35
23.57,  72.45
23.56,  72.65
23.53,  72.85
23.51,  72.95
23.50,  73.15
23.47,  73.28
23.41,  73.49
23.38,  73.69
23.35,  73.88
23.28,  73.99
23.25,  74.22
23.21,  74.32
23.21,  74.42
23.16,  74.62
23.13,  74.72
23.10,  74.82
23.06,  75.02
23.00,  75.26
22.97,  75.35
22.92,  75.46
22.88,  75.56
22.86,  75.65
22.82,  75.76
22.79,  75.89
22.78,  75.99
22.74,  75.99
22.71,  76.09
22.69,  76.19
22.67,  76.29
22.63,  76.39
22.58,  76.49
22.56,  76.49
22.52,  76.63
22.48,  76.73
22.45,  76.83
22.42,  76.93
22.39,  76.93
22.36,  77.03
22.36,  77.13
22.32,  77.17
22.29,  77.26
22.24,  77.36
22.21,  77.47
22.18,  77.47
22.14,  77.56
22.12,  77.67
22.08,  77.70
22.05,  77.80
22.02,  77.91
22.00,  77.91
21.96,  78.00
21.94,  78.10
21.90,  78.10
21.89,  78.20
21.85,  78.20
21.83,  78.34
21.80,  78.34
21.78,  78.34
21.76,  78.44
21.73,  78.44
21.71,  78.54
21.70,  78.54
21.67,  78.64
21.63,  78.64
21.62,  78.74
21.61,  78.74
21.61,  78.74
21.58,  78.88
21.59,  78.88
21.59,  78.88
21.59,  78.98
21.58,  78.98
21.58,  78.98
21.55,  79.08
21.59,  79.08
21.59,  79.08
21.58,  79.08
21.59,  79.18
21.58,  79.18
21.59,  79.18
21.59,  79.18
21.61,  79.24
21.62,  79.24
21.62,  79.24
21.63,  79.34
21.70,  79.24
21.74,  79.24
21.81,  79.34
21.85,  79.30
21.90,  79.30
21.93,  79.30
21.96,  79.41
22.00,  79.50
22.05,  79.50
22.11,  79.47
22.15,  79.57
22.17,  79.57
22.18,  79.67
22.23,  79.67
22.24,  79.67
22.26,  79.77
22.23,  79.77
22.26,  79.86
22.24,  79.86
22.24,  79.97
22.29,  79.97
22.29,  80.07
22.32,  80.07
22.33,  80.03
22.37,  80.13
22.39,  80.03
22.37,  80.13
22.37,  80.13
22.36,  80.13
22.34,  80.23
22.37,  80.23
22.39,  80.23
22.36,  80.33
22.30,  80.36
22.24,  80.47
22.24,  80.57
22.19,  80.57
22.19,  80.67
22.18,  80.67
22.15,  80.67
22.14,  80.67
22.14,  80.77
22.12,  80.77
22.11,  80.77
22.09,  80.77
22.11,  80.87
22.08,  80.91
22.07,  80.91
22.05,  81.01
22.03,  81.01
22.00,  81.01
21.96,  81.11
21.93,  81.11
21.90,  81.21
21.85,  81.21
21.83,  81.35
21.80,  81.35
21.76,  81.45
21.71,  81.45
21.68,  81.55
21.65,  81.55
21.61,  81.65
21.58,  81.68
21.53,  81.79
21.52,  81.79
21.48,  81.88
21.44,  81.88
21.40,  81.88
21.37,  81.99
21.36,  82.03
21.31,  82.03
21.26,  82.03
21.25,  82.12
21.23,  82.12
21.19,  82.12
21.16,  82.12
21.14,  82.17
21.11,  82.26
21.08,  82.26
21.04,  82.26
21.04,  82.26
21.01,  82.26
20.98,  82.26
20.97,  82.37
20.93,  82.37
20.91,  82.37
20.88,  82.40
20.88,  82.40
20.85,  82.51
20.83,  82.51
20.79,  82.51
20.79,  82.51
20.76,  82.51
20.76,  82.51
20.75,  82.60
20.71,  82.60
20.71,  82.60
20.70,  82.60
20.68,  82.60
20.67,  82.64
20.66,  82.64
20.63,  82.64
20.61,  82.64
20.61,  82.75
20.60,  82.75
20.59,  82.75
20.59,  82.75
20.56,  82.75
20.53,  82.75
20.53,  82.75
20.52,  82.84
20.53,  82.75
20.52,  82.84
20.53,  82.84
20.53,  82.84
20.52,  82.84
20.51,  82.84
20.49,  82.84
20.51,  82.84
20.51,  82.84
20.52,  82.84
20.53,  82.75
20.53,  82.84
20.57,  82.75
20.57,  82.75
20.59,  82.75
20.60,  82.75
20.61,  82.75
20.63,  82.75
20.66,  82.75
20.67,  82.75
20.71,  82.70
20.73,  82.70
20.76,  82.70
20.78,  82.70
20.82,  82.70
20.85,  82.70
20.88,  82.70
20.93,  82.67
20.96,  82.67
20.98,  82.67
